"quote";"author";"context";"source";"date"
"Simulated picture.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Slippery when wet.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Some assembly required.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Some equipment shown is optional.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Some of the trademarks mentioned in this product appear for identification
purposes only.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Some optional equipment shown.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Some restrictions may apply.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Some settling may occur.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Some stirring may be necessary to achieve proper consistency.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Space is limited.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Special engagement; no discounts, passes or coupons accepted.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Specifications subject to change without notice.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Stay on the trail.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Stay seated until bus comes to a complete stop.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Stop ahead.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Store in a cool place.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Subject to change without notice.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Holiday and other blackout periods apply.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Substantial penalty for early withdrawal.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Swim at your own risk.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Tax and title extra.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Tax, title, tag, and dealer handling not included.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"The inclusion of any link does not imply endorsement of the site.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"The Surgeon General has determined that cigarette smoking is hazardous to your
health.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"This bag is recyclable.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"This end up.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"This is not an offer to sell securities.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"This space intentionally left blank.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"This supersedes all previous notices.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Times approximate.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"To avoid suffocation, keep away from children.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"To order, call toll-free.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"To reduce printing costs, we have sent you only the forms you may need based on
what you filed last year.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Touch tone phones only.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Truckers welcome.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Turn off engine while fueling.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Use at own risk.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Used with permission.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Use extra care when cleaning on stairs.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Use in well-ventilated area.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Use of software is governed by the terms of the end user license agreement.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Use only as directed.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Use only in a well-ventilated area.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Not intended to diagnose, treat, cure or prevent any disease.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Do not use if printed inner seal is broken or missing.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Use other side for additional listings.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Views expressed may not be those of the sponsor.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Void where prohibited by law.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"We make our mailing list available to selected organizations.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"While supplies last.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"You must be present to win.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"You need not be present to win.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Your canceled check is your receipt.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Your compliance with all terms and conditions, expressed and implied, is
automatic upon viewing.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Your daily dietary values may be higher or lower depending on your caloric
needs.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Your financial institution may impose additional fees and charges.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
"Your mileage may vary.";"Unknown (/usr/share/games/fortunes/disclaimer)";NA;"disclaimer.dat (fortunes)";NA
