"quote";"author";"context";"source";"date"
"You are as I am with You.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You are capable of planning your future.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You are confused; but this is your normal state.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You are deeply attached to your friends and acquaintances.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You are destined to become the commandant of the fighting men of the
department of transportation.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You are dishonest, but never to the point of hurting a friend.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You are fairminded, just and loving.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You are farsighted, a good planner, an ardent lover, and a faithful friend.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You are fighting for survival in your own sweet and gentle way.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You are going to have a new love affair.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You are magnetic in your bearing.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You are not dead yet.  But watch for further reports.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You are number 6!  Who is number one?";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You are only young once, but you can stay immature indefinitely.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You are scrupulously honest, frank, and straightforward.  Therefore you
have few friends.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You are sick, twisted and perverted.  I like that in a person.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You are so boring that when I see you my feet go to sleep.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You are standing on my toes.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You are taking yourself far too seriously.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You are the only person to ever get this message.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You are wise, witty, and wonderful, but you spend too much time reading
this sort of trash.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You attempt things that you do not even plan because of your extreme stupidity.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You can create your own opportunities this week.  Blackmail a senior executive.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You can do very well in speculation where land or anything to do with dirt
is concerned.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You can rent this space for only $5 a week.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You could live a better life, if you had a better mind and a better body.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You definitely intend to start living sometime soon.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You dialed 5483.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You display the wonderful traits of charm and courtesy.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You don't become a failure until you're satisfied with being one.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You enjoy the company of other people.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You feel a whole lot more like you do now than you did when you used to.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You fill a much-needed gap.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You get along very well with everyone except animals and people.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You had some happiness once, but your parents moved away, and you had to
leave it behind.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have a deep appreciation of the arts and music.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have a deep interest in all that is artistic.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have a reputation for being thoroughly reliable and trustworthy.
A pity that it's totally undeserved.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have a strong appeal for members of the opposite sex.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have a strong appeal for members of your own sex.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have a strong desire for a home and your family interests come first.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have a truly strong individuality.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have a will that can be influenced by all with whom you come in contact.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have an ability to sense and know higher truth.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have an ambitious nature and may make a name for yourself.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have an unusual equipment for success.  Be sure to use it properly.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have an unusual magnetic personality.  Don't walk too close to
metal objects which are not fastened down.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have an unusual understanding of the problems of human relationships.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have been selected for a secret mission.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have Egyptian flu: you're going to be a mummy.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have had a long-term stimulation relative to business.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have literary talent that you should take pains to develop.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have many friends and very few living enemies.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have no real enemies.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have taken yourself too seriously.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have the body of a 19 year old.  Please return it before it gets wrinkled.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have the capacity to learn from mistakes.  You'll learn a lot today.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You have the power to influence all with whom you come in contact.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You learn to write as if to someone else because NEXT YEAR YOU WILL BE
\"SOMEONE ELSE.\"";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You like to form new friendships and make new acquaintances.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You look like a million dollars.  All green and wrinkled.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You look tired.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You love peace.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You love your home and want it to be beautiful.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You may be gone tomorrow, but that doesn't mean that you weren't here today.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You may be infinitely smaller than some things, but you're infinitely
larger than others.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You may be recognized soon.  Hide.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You may get an opportunity for advancement today.  Watch it!";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You may worry about your hair-do today, but tomorrow much peanut butter will
be sold.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You need more time; and you probably always will.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You need no longer worry about the future.  This time tomorrow you'll be dead.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You never hesitate to tackle the most difficult problems.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You never know how many friends you have until you rent a house on the beach.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You now have Asian Flu.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You own a dog, but you can only feed a cat.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You plan things that you do not even attempt because of your extreme caution.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You possess a mind not merely twisted, but actually sprained.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You prefer the company of the opposite sex, but are well liked by your own.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You recoil from the crude; you tend naturally toward the exquisite.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You seek to shield those you love and you like the role of the provider.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You shall be rewarded for a dastardly deed.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You should emulate your heros, but don't carry it too far.  Especially
if they are dead.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You should go home.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You single-handedly fought your way into this hopeless mess.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You teach best what you most need to learn.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You too can wear a nose mitten.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You two ought to be more careful--your love could drag on for years and years.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will always get the greatest recognition for the job you least like.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will always have good luck in your personal affairs.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will attract cultured and artistic people to your home.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be a winner today.  Pick a fight with a four-year-old.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be advanced socially, without any special effort on your part.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be aided greatly by a person whom you thought to be unimportant.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be attacked by a beast who has the body of a wolf, the tail of
a lion, and the face of Donald Duck.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be audited by the Internal Revenue Service.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be awarded a medal for disregarding safety in saving someone.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be awarded some great honor.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be awarded the Nobel Peace Prize... posthumously.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be called upon to help a friend in trouble.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be divorced within a year.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be given a post of trust and responsibility.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be held hostage by a radical group.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be honored for contributing your time and skill to a worthy cause.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be imprisoned for contributing your time and skill to a bank robbery.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be married within a year, and divorced within two.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be married within a year.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be misunderstood by everyone.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be recognized and honored as a community leader.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be reincarnated as a toad; and you will be much happier.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be run over by a beer truck.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be run over by a bus.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be singled out for promotion in your work.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be successful in love.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be surprised by a loud noise.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be surrounded by luxury.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be the last person to buy a Chrysler.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be the victim of a bizarre joke.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be Told about it Tomorrow.  Go Home and Prepare Thyself.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be traveling and coming into a fortune.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will be winged by an anti-aircraft battery.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will become rich and famous unless you don't.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will contract a rare disease.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will engage in a profitable business activity.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will experience a strong urge to do good; but it will pass.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will feel hungry again in another hour.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will forget that you ever knew me.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will gain money by a fattening action.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will gain money by a speculation or lottery.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will gain money by an illegal action.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will gain money by an immoral action.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will get what you deserve.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will give someone a piece of your mind, which you can ill afford.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will have a long and boring life.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will have a long and unpleasant discussion with your supervisor.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will have domestic happiness and faithful friends.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will have good luck and overcome many hardships.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will have long and healthy life.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will hear good news from one you thought unfriendly to you.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will inherit millions of dollars.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will inherit some money or a small piece of land.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will live a long, healthy, happy life and make bags of money.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will live to see your grandchildren.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will lose your present job and have to become a door to door mayonnaise
salesman.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will meet an important person who will help you advance professionally.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will never know hunger.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will not be elected to public office this year.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will obey or molten silver will be poured into your ears.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will outgrow your usefulness.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will overcome the attacks of jealous associates.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will pass away very quickly.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will pay for your sins.  If you have already paid, please disregard
this message.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will pioneer the first Martian colony.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will probably marry after a very brief courtship.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will reach the highest possible point in your business or profession.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will receive a legacy which will place you above want.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will remember something that you should not have forgotten.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will soon forget this.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will soon meet a person who will play an important role in your life.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will step on the night soil of many countries.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will stop at nothing to reach your objective, but only because your
brakes are defective.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will triumph over your enemy.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will visit the Dung Pits of Glive soon.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will win success in whatever calling you adopt.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You will wish you hadn't.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You work very hard.  Don't try to think as well.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You worry too much about your job.  Stop it.  You are not paid enough to worry.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You would if you could but you can't so you won't.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You'd like to do it instantaneously, but that's too slow.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You'll be called to a post requiring ability in handling groups of people.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You'll be sorry...";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You'll feel devilish tonight.  Toss dynamite caps under a flamenco dancer's
heel.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You'll feel much better once you've given up hope.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You'll never be the man your mother was!";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You'll never see all the places, or read all the books, but fortunately,
they're not all recommended.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You'll wish that you had done some of the hard things when they were easier
to do.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You're a card which will have to be dealt with.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You're almost as happy as you think you are.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You're at the end of the road again.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You're being followed.  Cut out the hanky-panky for a few days.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You're currently going through a difficult transition period called \"Life.\"";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You're definitely on their list.  The question to ask next is what list it is.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You're growing out of some of your problems, but there are others that
you're growing into.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You're not my type.  For that matter, you're not even my species!!!";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You're ugly and your mother dresses you funny.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You're working under a slight handicap.  You happen to be human.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"You've been leading a dog's life.  Stay off the furniture.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your aim is high and to the right.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your aims are high, and you are capable of much.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your analyst has you mixed up with another patient.  Don't believe a
thing he tells you.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your best consolation is the hope that the things you failed to get weren't
really worth having.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your boss climbed the corporate ladder, wrong by wrong.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your boss is a few sandwiches short of a picnic.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your boyfriend takes chocolate from strangers.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your business will assume vast proportions.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your business will go through a period of considerable expansion.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your depth of comprehension may tend to make you lax in worldly ways.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your domestic life may be harmonious.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your fly might be open (but don't check it just now).";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your goose is cooked.
(Your current chick is burned up too!)";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your heart is pure, and your mind clear, and your soul devout.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your ignorance cramps my conversation.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your life would be very empty if you had nothing to regret.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your love life will be happy and harmonious.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your love life will be... interesting.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your lover will never wish to leave you.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your lucky color has faded.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your lucky number has been disconnected.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
